commute,happy_work,income,yeduc
30,0,100,16
30,2,100,16
30,4,100,16
30,0,100,16
30,1,100,16
30,2,100,16
30,0,100,16
30,1,100,16
30,3,100,17
30,2,200,9
30,3,200,9
30,3,200,11
30,3,200,11
30,1,200,11
30,2,200,11
30,3,200,11
30,4,200,12
30,1,200,12
30,2,200,12
30,0,200,12
30,3,200,12
30,3,200,12
30,1,200,12
30,1,200,12
30,1,200,12
30,1,200,12
30,1,200,12
30,3,200,12
30,0,200,12
30,1,200,12
30,1,200,12
30,1,200,12
30,3,200,12
30,3,200,12
30,0,200,12
30,2,200,12
30,3,200,12
30,1,200,12
30,3,200,12
30,4,200,12
30,4,200,12
30,1,200,12
30,3,200,12
30,0,200,12
30,1,200,12
30,0,200,12
30,3,200,12
30,4,200,12
30,2,200,12
30,3,200,12
30,2,200,12
30,2,200,12
30,3,200,12
30,3,200,12
30,0,200,12
30,3,200,12
30,1,200,12
30,2,200,12
30,3,200,12
30,0,200,12
30,1,200,12
30,3,200,12
30,2,200,12
30,3,200,12
30,0,200,12
30,2,200,12
30,1,200,12
30,3,200,12
30,2,200,12
30,4,200,12
30,2,200,12
30,2,200,12
30,2,200,12
30,1,200,12
30,0,200,12
30,4,200,12
30,2,200,12
30,3,200,12
30,2,200,12
30,2,200,13
30,2,200,13
30,1,200,13
30,1,200,13
30,2,200,13
30,1,200,13
30,1,200,13
30,2,200,13
30,0,200,13
30,1,200,13
30,3,200,13
30,1,200,13
30,1,200,13
30,3,200,13
30,1,200,13
30,2,200,13
30,0,200,13
30,3,200,13
30,0,200,13
30,3,200,13
30,1,200,13
30,2,200,13
30,1,200,13
30,1,200,13
30,1,200,13
30,2,200,13
30,0,200,13
30,3,200,13
30,1,200,13
30,0,200,13
30,1,200,13
30,3,200,13
30,2,200,13
30,1,200,13
30,3,200,14
30,2,200,14
30,2,200,14
30,2,200,14
30,2,200,14
30,4,200,14
30,3,200,14
30,0,200,14
30,2,200,14
30,4,200,14
30,2,200,14
30,2,200,14
30,3,200,14
30,2,200,14
30,0,200,14
30,0,200,14
30,0,200,14
30,3,200,14
30,4,200,14
30,3,200,14
30,4,200,14
30,3,200,14
30,3,200,14
30,2,200,14
30,2,200,14
30,3,200,15
30,1,200,15
30,1,200,15
30,0,200,15
30,1,200,16
30,1,200,16
30,1,200,16
30,2,200,16
30,2,200,16
30,4,200,16
30,2,200,16
30,2,200,16
30,1,200,16
30,3,200,16
30,2,200,16
30,1,200,16
30,4,200,16
30,4,200,16
30,1,200,16
30,3,200,16
30,3,200,16
30,2,200,16
30,3,200,16
30,3,200,16
30,1,200,16
30,3,200,16
30,1,200,16
30,1,200,16
30,3,200,16
30,1,200,16
30,1,200,16
30,0,200,16
30,0,200,16
30,3,200,16
30,3,200,16
30,3,200,16
30,2,200,16
30,3,200,16
30,2,200,16
30,0,200,16
30,2,200,16
30,3,200,18
30,0,300,9
30,3,300,9
30,0,300,11
30,2,300,11
30,2,300,11
30,3,300,11
30,3,300,11
30,2,300,11
30,2,300,11
30,3,300,11
30,2,300,11
30,3,300,12
30,2,300,12
30,0,300,12
30,3,300,12
30,3,300,12
30,3,300,12
30,0,300,12
30,3,300,12
30,3,300,12
30,2,300,12
30,3,300,12
30,3,300,12
30,3,300,12
30,2,300,12
30,0,300,12
30,3,300,12
30,4,300,12
30,0,300,12
30,3,300,12
30,2,300,12
30,2,300,12
30,4,300,12
30,2,300,12
30,2,300,12
30,4,300,12
30,4,300,12
30,3,300,12
30,2,300,12
30,4,300,12
30,2,300,12
30,1,300,12
30,2,300,12
30,3,300,12
30,0,300,12
30,3,300,12
30,3,300,12
30,2,300,12
30,3,300,12
30,3,300,12
30,0,300,12
30,2,300,12
30,2,300,12
30,4,300,12
30,0,300,12
30,3,300,12
30,1,300,12
30,0,300,12
30,2,300,12
30,2,300,12
30,3,300,12
30,3,300,12
30,2,300,12
30,0,300,12
30,2,300,12
30,0,300,12
30,2,300,13
30,0,300,13
30,1,300,13
30,3,300,13
30,2,300,13
30,2,300,13
30,0,300,13
30,0,300,13
30,1,300,13
30,1,300,13
30,3,300,13
30,2,300,13
30,2,300,13
30,3,300,13
30,2,300,13
30,0,300,13
30,3,300,13
30,3,300,13
30,3,300,13
30,0,300,13
30,3,300,13
30,1,300,13
30,1,300,13
30,0,300,13
30,1,300,13
30,2,300,13
30,3,300,13
30,1,300,13
30,3,300,13
30,2,300,13
30,3,300,13
30,3,300,13
30,1,300,13
30,3,300,13
30,2,300,13
30,2,300,13
30,3,300,13
30,2,300,13
30,1,300,13
30,2,300,13
30,2,300,14
30,3,300,14
30,3,300,14
30,3,300,14
30,4,300,14
30,3,300,14
30,4,300,14
30,3,300,14
30,3,300,14
30,0,300,14
30,2,300,14
30,2,300,14
30,4,300,14
30,3,300,14
30,3,300,14
30,3,300,14
30,3,300,14
30,3,300,14
30,3,300,14
30,2,300,14
30,0,300,14
30,0,300,14
30,3,300,15
30,2,300,15
30,2,300,15
30,2,300,15
30,2,300,15
30,1,300,15
30,2,300,15
30,3,300,16
30,0,300,16
30,3,300,16
30,3,300,16
30,3,300,16
30,2,300,16
30,4,300,16
30,3,300,16
30,4,300,16
30,3,300,16
30,1,300,16
30,2,300,16
30,3,300,16
30,3,300,16
30,2,300,16
30,2,300,16
30,2,300,16
30,2,300,16
30,3,300,16
30,3,300,16
30,3,300,16
30,2,300,16
30,4,300,16
30,1,300,16
30,4,300,16
30,3,300,16
30,1,300,16
30,2,300,16
30,1,300,16
30,1,300,16
30,2,300,16
30,3,300,16
30,3,300,16
30,1,300,16
30,1,300,16
30,3,300,16
30,3,300,16
30,3,300,16
30,0,300,16
30,1,300,16
30,1,300,16
30,3,300,16
30,3,300,16
30,1,300,16
30,1,300,16
30,2,300,16
30,1,300,16
30,3,300,16
30,1,300,16
30,2,300,16
30,3,300,16
30,0,300,16
30,3,300,16
30,4,300,17
30,4,300,17
30,2,300,18
30,2,300,18
30,3,300,18
30,2,300,18
30,3,300,18
30,2,400,9
30,4,400,9
30,2,400,9
30,1,400,9
30,3,400,11
30,3,400,11
30,3,400,11
30,3,400,11
30,2,400,12
30,3,400,12
30,1,400,12
30,2,400,12
30,4,400,12
30,2,400,12
30,3,400,12
30,3,400,12
30,3,400,12
30,3,400,12
30,2,400,12
30,3,400,12
30,3,400,12
30,0,400,12
30,3,400,12
30,3,400,12
30,1,400,12
30,2,400,12
30,0,400,12
30,3,400,12
30,4,400,12
30,0,400,12
30,2,400,12
30,2,400,12
30,4,400,12
30,4,400,12
30,0,400,12
30,3,400,12
30,3,400,12
30,3,400,12
30,1,400,12
30,3,400,12
30,3,400,12
30,3,400,12
30,0,400,12
30,1,400,12
30,3,400,12
30,1,400,12
30,2,400,12
30,1,400,13
30,3,400,13
30,1,400,13
30,3,400,13
30,3,400,13
30,3,400,13
30,1,400,13
30,0,400,13
30,3,400,13
30,2,400,13
30,2,400,13
30,3,400,13
30,2,400,13
30,0,400,13
30,1,400,13
30,2,400,13
30,4,400,13
30,3,400,13
30,3,400,13
30,3,400,13
30,4,400,13
30,0,400,13
30,3,400,13
30,1,400,13
30,3,400,14
30,4,400,14
30,3,400,14
30,3,400,14
30,3,400,14
30,2,400,14
30,3,400,14
30,1,400,14
30,1,400,14
30,3,400,14
30,2,400,14
30,1,400,14
30,4,400,14
30,3,400,14
30,2,400,14
30,3,400,14
30,0,400,15
30,2,400,15
30,4,400,15
30,1,400,16
30,3,400,16
30,3,400,16
30,0,400,16
30,3,400,16
30,3,400,16
30,3,400,16
30,4,400,16
30,3,400,16
30,3,400,16
30,0,400,16
30,2,400,16
30,2,400,16
30,3,400,16
30,3,400,16
30,4,400,16
30,3,400,16
30,2,400,16
30,3,400,16
30,3,400,16
30,4,400,16
30,4,400,16
30,4,400,16
30,3,400,16
30,3,400,16
30,4,400,16
30,3,400,16
30,3,400,16
30,3,400,16
30,3,400,16
30,3,400,16
30,0,400,16
30,4,400,16
30,3,400,16
30,3,400,16
30,3,400,16
30,4,400,16
30,3,400,16
30,3,400,16
30,3,400,16
30,3,400,16
30,2,400,16
30,2,400,16
30,3,400,17
30,4,400,18
30,2,400,18
30,1,400,18
30,1,400,18
30,2,400,18
30,2,400,18
30,2,500,9
30,2,500,9
30,2,500,11
30,4,500,12
30,3,500,12
30,4,500,12
30,2,500,12
30,3,500,12
30,3,500,12
30,4,500,12
30,3,500,12
30,4,500,12
30,4,500,12
30,3,500,12
30,3,500,12
30,2,500,12
30,2,500,12
30,2,500,12
30,2,500,12
30,0,500,12
30,2,500,12
30,2,500,12
30,2,500,12
30,2,500,12
30,2,500,12
30,3,500,12
30,2,500,12
30,1,500,13
30,1,500,13
30,3,500,13
30,2,500,13
30,0,500,13
30,3,500,13
30,2,500,13
30,1,500,13
30,3,500,13
30,1,500,13
30,3,500,13
30,3,500,13
30,3,500,13
30,1,500,13
30,3,500,13
30,1,500,13
30,3,500,13
30,2,500,13
30,3,500,13
30,3,500,13
30,3,500,14
30,1,500,14
30,3,500,14
30,3,500,14
30,3,500,15
30,2,500,16
30,3,500,16
30,1,500,16
30,0,500,16
30,3,500,16
30,3,500,16
30,2,500,16
30,3,500,16
30,1,500,16
30,3,500,16
30,1,500,16
30,1,500,16
30,2,500,16
30,3,500,16
30,1,500,16
30,3,500,16
30,2,500,16
30,1,500,16
30,3,500,16
30,2,500,16
30,2,500,16
30,1,500,16
30,1,500,16
30,4,500,16
30,4,500,16
30,3,500,16
30,3,500,16
30,3,500,16
30,0,500,16
30,3,500,16
30,3,500,16
30,2,500,16
30,3,500,16
30,3,500,16
30,4,500,16
30,2,500,16
30,3,500,16
30,2,500,16
30,3,500,16
30,3,500,16
30,1,500,16
30,0,500,16
30,1,500,16
30,2,500,16
30,2,500,16
30,1,500,16
30,3,500,16
30,1,500,16
30,4,500,16
30,4,500,16
30,0,500,16
30,3,500,17
30,3,500,18
30,2,500,18
30,1,500,18
30,0,500,18
30,2,500,18
30,2,500,18
30,2,500,18
30,2,500,18
30,3,500,18
30,2,500,18
30,3,500,18
30,1,500,18
30,2,700,12
30,1,700,12
30,3,700,12
30,2,700,12
30,0,700,12
30,1,700,12
30,3,700,12
30,0,700,12
30,2,700,12
30,3,700,12
30,3,700,12
30,0,700,12
30,3,700,12
30,4,700,13
30,3,700,13
30,3,700,13
30,3,700,13
30,3,700,13
30,3,700,13
30,2,700,13
30,4,700,14
30,3,700,14
30,4,700,15
30,3,700,16
30,3,700,16
30,4,700,16
30,0,700,16
30,2,700,16
30,3,700,16
30,3,700,16
30,3,700,16
30,3,700,16
30,3,700,16
30,3,700,16
30,3,700,16
30,2,700,16
30,1,700,16
30,0,700,16
30,1,700,16
30,2,700,16
30,1,700,16
30,3,700,16
30,0,700,16
30,1,700,16
30,3,700,18
30,3,700,18
30,2,700,18
30,2,700,18
30,1,700,18
30,2,700,18
30,1,1000,12
30,2,1000,16
30,4,1000,16
30,3,1000,16
30,3,1000,16
30,2,1500,11
30,4,1500,12
30,4,1500,16
30,4,1500,16
30,3,2000,16
30,4,2250,11
30,0,2250,16
30,4,2250,17
45,2,0,13
45,1,0,14
45,1,0,14
45,1,0,14
45,4,0,16
45,3,0,16
45,2,12.5,9
45,3,12.5,9
45,1,12.5,12
45,2,12.5,13
45,3,12.5,13
45,2,12.5,13
45,4,12.5,15
45,3,12.5,15
45,2,12.5,15
45,4,12.5,15
45,2,12.5,15
45,2,12.5,16
45,1,50,12
45,1,50,12
45,1,50,13
45,0,50,13
45,2,50,15
45,3,50,15
45,2,50,15
45,1,50,15
45,2,50,15
45,3,50,15
45,3,50,15
45,1,50,16
45,2,50,16
45,2,100,9
45,2,100,9
45,3,100,12
45,3,100,12
45,3,100,12
45,3,100,12
45,1,100,12
45,3,100,12
45,1,100,12
45,1,100,12
45,3,100,12
45,2,100,12
45,3,100,12
45,3,100,12
45,1,100,12
45,1,100,12
45,2,100,13
45,2,100,13
45,3,100,13
45,3,100,13
45,3,100,13
45,0,100,13
45,1,100,13
45,3,100,13
45,2,100,13
45,2,100,13
45,2,100,13
45,3,100,14
45,3,100,14
45,3,100,14
45,3,100,14
45,1,100,14
45,3,100,14
45,0,100,14
45,3,100,14
45,3,100,14
45,1,100,15
45,1,100,15
45,1,100,15
45,3,100,15
45,2,100,15
45,1,100,15
45,1,100,15
45,2,100,16
45,3,100,16
45,2,100,16
45,2,100,16
45,2,100,16
45,1,100,16
45,2,100,16
45,1,200,9
45,1,200,9
45,0,200,11
45,2,200,11
45,2,200,11
45,2,200,11
45,3,200,12
45,0,200,12
45,1,200,12
45,3,200,12
45,2,200,12
45,2,200,12
45,3,200,12
45,1,200,12
45,3,200,12
45,3,200,12
45,0,200,12
45,2,200,12
45,3,200,12
45,2,200,12
45,0,200,12
45,2,200,12
45,1,200,12
45,2,200,12
45,2,200,12
45,3,200,12
45,1,200,12
45,4,200,12
45,0,200,12
45,3,200,12
45,0,200,12
45,1,200,12
45,3,200,12
45,2,200,12
45,2,200,12
45,1,200,12
45,3,200,12
45,3,200,12
45,3,200,12
45,2,200,12
45,3,200,12
45,4,200,12
45,3,200,13
45,4,200,13
45,2,200,13
45,3,200,13
45,3,200,13
45,1,200,13
45,1,200,13
45,1,200,13
45,2,200,13
45,2,200,13
45,1,200,13
45,1,200,13
45,3,200,13
45,3,200,13
45,1,200,13
45,3,200,13
45,2,200,13
45,2,200,13
45,0,200,13
45,1,200,13
45,0,200,13
45,1,200,13
45,2,200,13
45,1,200,13
45,1,200,14
45,0,200,14
45,0,200,14
45,3,200,14
45,2,200,14
45,3,200,14
45,2,200,14
45,2,200,14
45,2,200,14
45,3,200,14
45,2,200,14
45,0,200,14
45,1,200,14
45,2,200,14
45,3,200,14
45,3,200,14
45,3,200,14
45,1,200,15
45,3,200,15
45,1,200,15
45,2,200,16
45,4,200,16
45,3,200,16
45,0,200,16
45,4,200,16
45,3,200,16
45,2,200,16
45,2,200,16
45,1,200,16
45,2,200,16
45,3,200,16
45,2,200,16
45,3,200,16
45,1,200,16
45,2,200,16
45,3,200,16
45,1,200,16
45,4,200,16
45,3,200,16
45,3,200,16
45,1,200,16
45,2,200,16
45,1,200,16
45,2,200,16
45,0,200,16
45,3,200,18
45,0,200,18
45,2,200,18
45,3,200,18
45,2,300,9
45,1,300,11
45,3,300,12
45,2,300,12
45,3,300,12
45,2,300,12
45,1,300,12
45,3,300,12
45,3,300,12
45,2,300,12
45,3,300,12
45,3,300,12
45,1,300,12
45,2,300,12
45,2,300,12
45,3,300,12
45,3,300,12
45,3,300,12
45,3,300,12
45,1,300,12
45,2,300,12
45,1,300,12
45,3,300,12
45,3,300,12
45,3,300,12
45,3,300,13
45,2,300,13
45,0,300,13
45,0,300,13
45,2,300,13
45,3,300,13
45,3,300,13
45,3,300,13
45,3,300,13
45,2,300,13
45,3,300,13
45,3,300,13
45,3,300,13
45,3,300,13
45,1,300,13
45,3,300,13
45,0,300,13
45,4,300,14
45,1,300,14
45,0,300,14
45,4,300,14
45,3,300,14
45,1,300,14
45,3,300,14
45,4,300,14
45,3,300,14
45,0,300,14
45,3,300,14
45,4,300,14
45,3,300,14
45,1,300,16
45,0,300,16
45,4,300,16
45,1,300,16
45,2,300,16
45,3,300,16
45,1,300,16
45,1,300,16
45,3,300,16
45,0,300,16
45,3,300,16
45,0,300,16
45,4,300,16
45,0,300,16
45,1,300,16
45,3,300,16
45,1,300,16
45,3,300,16
45,2,300,16
45,1,300,16
45,3,300,16
45,4,300,16
45,3,300,16
45,3,300,16
45,2,300,16
45,1,300,16
45,1,300,16
45,2,300,16
45,3,300,16
45,1,300,16
45,3,300,16
45,2,300,16
45,2,300,16
45,2,300,16
45,3,300,16
45,3,300,16
45,2,300,16
45,3,300,16
45,2,400,12
45,0,400,12
45,1,400,12
45,3,400,12
45,4,400,12
45,0,400,12
45,2,400,12
45,4,400,12
45,3,400,12
45,1,400,12
45,2,400,12
45,2,400,12
45,1,400,12
45,1,400,12
45,2,400,12
45,2,400,12
45,3,400,12
45,2,400,12
45,2,400,12
45,2,400,12
45,2,400,12
45,2,400,12
45,2,400,12
45,3,400,12
45,2,400,13
45,2,400,13
45,2,400,13
45,1,400,13
45,2,400,13
45,1,400,13
45,3,400,13
45,1,400,13
45,2,400,13
45,2,400,14
45,0,400,14
45,2,400,14
45,2,400,14
45,3,400,14
45,2,400,16
45,3,400,16
45,3,400,16
45,2,400,16
45,1,400,16
45,3,400,16
45,3,400,16
45,0,400,16
45,3,400,16
45,4,400,16
45,2,400,16
45,3,400,16
45,3,400,16
45,3,400,16
45,4,400,16
45,3,400,16
45,3,400,16
45,3,400,16
45,4,400,16
45,0,400,16
45,3,400,16
45,3,400,16
45,3,400,16
45,3,400,16
45,3,400,16
45,3,400,16
45,2,400,16
45,2,400,16
45,1,400,16
45,4,400,16
45,2,400,16
45,4,400,16
45,4,400,16
45,4,400,16
45,2,400,16
45,1,400,16
45,1,400,18
45,1,400,18
45,2,500,9
45,2,500,11
45,3,500,12
45,3,500,12
45,3,500,12
45,3,500,12
45,1,500,12
45,2,500,12
45,2,500,12
45,2,500,12
45,4,500,12
45,2,500,12
45,3,500,12
45,3,500,12
45,3,500,12
45,1,500,12
45,1,500,13
45,2,500,13
45,2,500,13
45,2,500,13
45,1,500,13
45,2,500,14
45,2,500,14
45,2,500,14
45,1,500,14
45,1,500,14
45,1,500,14
45,1,500,14
45,0,500,16
45,2,500,16
45,3,500,16
45,4,500,16
45,3,500,16
45,3,500,16
45,3,500,16
45,0,500,16
45,2,500,16
45,4,500,16
45,3,500,16
45,3,500,16
45,3,500,16
45,2,500,16
45,2,500,16
45,3,500,16
45,3,500,16
45,2,500,16
45,3,500,16
45,3,500,16
45,0,500,16
45,3,500,16
45,1,500,16
45,2,500,16
45,1,500,18
45,3,500,18
45,1,500,18
45,0,700,12
45,2,700,12
45,0,700,12
45,0,700,12
45,3,700,13
45,2,700,14
45,3,700,14
45,3,700,16
45,2,700,16
45,3,700,16
45,3,700,16
45,4,700,16
45,2,700,16
45,4,700,16
45,2,700,16
45,3,700,16
45,3,700,16
45,3,700,16
45,3,700,16
45,3,700,16
45,2,700,16
45,2,700,16
45,3,700,18
45,3,700,18
45,3,700,18
45,4,700,18
45,3,700,18
45,2,1000,12
45,3,1000,14
45,3,1000,15
45,4,1000,16
45,3,1000,16
45,3,1000,16
45,4,1000,16
45,3,1000,18
45,3,1500,16
45,3,1500,18
60,1,0,12
60,2,0,12
60,2,0,12
60,4,0,14
60,4,0,14
60,3,0,16
60,1,12.5,9
60,0,12.5,11
60,4,12.5,12
60,3,12.5,12
60,3,12.5,12
60,3,12.5,12
60,4,12.5,12
60,2,12.5,15
60,2,12.5,15
60,2,12.5,16
60,1,12.5,18
60,3,50,12
60,1,50,12
60,1,50,12
60,4,50,12
60,0,50,14
60,4,50,15
60,2,50,15
60,3,50,16
60,3,50,16
60,2,50,16
60,2,50,17
60,3,100,11
60,2,100,12
60,3,100,12
60,3,100,12
60,2,100,12
60,2,100,12
60,3,100,12
60,1,100,12
60,3,100,12
60,2,100,12
60,3,100,12
60,2,100,12
60,2,100,12
60,2,100,13
60,2,100,13
60,0,100,13
60,2,100,13
60,0,100,13
60,0,100,13
60,1,100,14
60,3,100,14
60,2,100,14
60,2,100,14
60,4,100,15
60,4,100,15
60,3,100,15
60,4,100,15
60,4,100,15
60,4,100,15
60,4,100,15
60,4,100,15
60,2,100,16
60,4,100,16
60,3,100,16
60,3,100,16
60,3,100,16
60,3,100,16
60,2,100,16
60,2,100,16
60,3,100,16
60,3,100,16
60,0,200,11
60,0,200,11
60,3,200,11
60,2,200,12
60,3,200,12
60,3,200,12
60,3,200,12
60,3,200,12
60,2,200,12
60,2,200,12
60,3,200,12
60,0,200,12
60,2,200,12
60,3,200,12
60,3,200,13
60,1,200,13
60,0,200,13
60,0,200,13
60,1,200,13
60,1,200,13
60,3,200,13
60,2,200,13
60,3,200,13
60,3,200,13
60,1,200,13
60,1,200,13
60,4,200,13
60,1,200,13
60,3,200,13
60,3,200,13
60,3,200,13
60,0,200,13
60,3,200,13
60,1,200,13
60,3,200,13
60,3,200,13
60,2,200,13
60,4,200,14
60,2,200,14
60,0,200,14
60,2,200,14
60,4,200,14
60,4,200,14
60,3,200,14
60,1,200,15
60,3,200,15
60,2,200,16
60,2,200,16
60,0,200,16
60,2,200,16
60,0,200,16
60,3,200,16
60,2,200,16
60,2,200,16
60,1,200,16
60,2,200,16
60,0,200,16
60,2,200,16
60,2,200,16
60,0,200,16
60,1,200,16
60,1,200,16
60,3,200,16
60,3,200,16
60,3,200,16
60,1,200,16
60,1,200,16
60,1,200,16
60,1,200,16
60,2,200,16
60,0,200,16
60,0,200,16
60,2,200,16
60,3,200,16
60,3,200,18
60,3,300,9
60,3,300,9
60,3,300,9
60,2,300,11
60,3,300,12
60,0,300,12
60,1,300,12
60,4,300,12
60,1,300,12
60,1,300,12
60,3,300,12
60,0,300,12
60,1,300,12
60,4,300,12
60,0,300,12
60,3,300,12
60,3,300,12
60,0,300,12
60,3,300,12
60,0,300,12
60,2,300,12
60,2,300,12
60,2,300,12
60,2,300,12
60,3,300,13
60,2,300,13
60,1,300,13
60,1,300,13
60,3,300,13
60,3,300,13
60,2,300,13
60,3,300,13
60,3,300,13
60,1,300,13
60,3,300,13
60,3,300,13
60,3,300,13
60,3,300,13
60,2,300,13
60,3,300,13
60,3,300,13
60,3,300,13
60,3,300,13
60,3,300,13
60,0,300,13
60,0,300,13
60,3,300,13
60,1,300,13
60,3,300,14
60,3,300,14
60,2,300,14
60,3,300,14
60,3,300,14
60,3,300,14
60,3,300,14
60,2,300,14
60,4,300,14
60,1,300,14
60,3,300,14
60,3,300,14
60,3,300,14
60,4,300,14
60,2,300,14
60,2,300,14
60,3,300,14
60,1,300,14
60,0,300,14
60,4,300,14
60,3,300,14
60,1,300,16
60,4,300,16
60,2,300,16
60,3,300,16
60,3,300,16
60,3,300,16
60,1,300,16
60,3,300,16
60,1,300,16
60,3,300,16
60,4,300,16
60,3,300,16
60,2,300,16
60,3,300,16
60,3,300,16
60,3,300,16
60,2,300,16
60,1,300,16
60,3,300,16
60,0,300,16
60,3,300,16
60,3,300,16
60,1,300,16
60,4,300,16
60,3,300,16
60,3,300,16
60,3,300,16
60,3,300,16
60,4,300,16
60,0,300,16
60,0,300,16
60,2,300,16
60,3,300,16
60,3,300,16
60,2,300,16
60,3,300,16
60,3,300,16
60,4,300,16
60,3,300,16
60,3,300,16
60,2,300,16
60,3,300,16
60,1,300,16
60,0,300,16
60,3,300,16
60,0,300,16
60,2,300,16
60,4,300,16
60,1,300,16
60,2,300,16
60,4,300,16
60,2,300,17
60,4,400,11
60,4,400,12
60,3,400,12
60,1,400,12
60,3,400,12
60,3,400,12
60,4,400,12
60,2,400,12
60,2,400,12
60,0,400,12
60,4,400,12
60,4,400,12
60,0,400,12
60,1,400,12
60,2,400,12
60,2,400,12
60,2,400,12
60,0,400,12
60,2,400,12
60,0,400,12
60,0,400,13
60,0,400,13
60,1,400,13
60,1,400,13
60,1,400,13
60,3,400,13
60,1,400,13
60,3,400,13
60,2,400,13
60,3,400,13
60,4,400,13
60,2,400,13
60,4,400,13
60,3,400,13
60,1,400,13
60,2,400,13
60,2,400,13
60,2,400,14
60,1,400,14
60,1,400,14
60,2,400,14
60,1,400,14
60,3,400,14
60,3,400,14
60,2,400,14
60,3,400,14
60,1,400,14
60,0,400,14
60,1,400,16
60,0,400,16
60,4,400,16
60,3,400,16
60,4,400,16
60,1,400,16
60,3,400,16
60,2,400,16
60,4,400,16
60,0,400,16
60,2,400,16
60,4,400,16
60,4,400,16
60,3,400,16
60,0,400,16
60,0,400,16
60,3,400,16
60,2,400,16
60,4,400,16
60,3,400,16
60,3,400,16
60,0,400,16
60,1,400,16
60,3,400,16
60,2,400,16
60,0,400,16
60,2,400,16
60,3,400,16
60,0,400,16
60,3,400,16
60,0,400,16
60,2,400,16
60,0,400,16
60,0,400,16
60,1,400,16
60,3,400,16
60,1,400,16
60,0,400,16
60,3,400,16
60,2,400,16
60,2,400,16
60,3,400,16
60,3,400,16
60,2,400,16
60,2,400,16
60,3,400,16
60,1,400,16
60,2,400,18
60,2,400,18
60,0,500,9
60,1,500,11
60,3,500,12
60,2,500,12
60,3,500,12
60,3,500,12
60,3,500,12
60,3,500,12
60,2,500,12
60,3,500,12
60,3,500,12
60,3,500,12
60,4,500,12
60,0,500,12
60,3,500,12
60,3,500,12
60,2,500,12
60,2,500,12
60,2,500,12
60,3,500,13
60,1,500,13
60,2,500,13
60,1,500,13
60,1,500,13
60,2,500,13
60,1,500,13
60,3,500,13
60,3,500,14
60,3,500,14
60,3,500,16
60,3,500,16
60,3,500,16
60,2,500,16
60,3,500,16
60,0,500,16
60,3,500,16
60,3,500,16
60,0,500,16
60,0,500,16
60,3,500,16
60,2,500,16
60,3,500,16
60,1,500,16
60,3,500,16
60,3,500,16
60,3,500,16
60,0,500,16
60,0,500,16
60,0,500,16
60,3,500,16
60,2,500,16
60,1,500,16
60,0,500,16
60,0,500,16
60,3,500,16
60,2,500,16
60,3,500,16
60,1,500,16
60,3,500,16
60,3,500,16
60,3,500,16
60,0,500,16
60,1,500,16
60,0,500,16
60,2,500,16
60,0,500,16
60,3,500,16
60,1,500,16
60,3,500,16
60,0,500,16
60,3,500,16
60,0,500,17
60,1,500,18
60,0,500,18
60,2,500,18
60,3,500,18
60,0,500,18
60,1,500,18
60,1,500,18
60,2,700,12
60,1,700,12
60,2,700,12
60,2,700,12
60,2,700,12
60,2,700,13
60,2,700,13
60,4,700,13
60,3,700,13
60,2,700,13
60,2,700,14
60,4,700,14
60,3,700,15
60,3,700,15
60,1,700,16
60,1,700,16
60,3,700,16
60,2,700,16
60,3,700,16
60,3,700,16
60,4,700,16
60,2,700,16
60,3,700,16
60,1,700,16
60,3,700,16
60,3,700,16
60,3,700,16
60,3,700,16
60,1,700,16
60,1,700,16
60,3,700,16
60,2,700,16
60,3,700,16
60,4,700,16
60,0,700,16
60,3,700,16
60,3,700,16
60,2,700,16
60,1,700,16
60,3,700,16
60,3,700,16
60,3,700,16
60,1,700,16
60,3,700,16
60,3,700,16
60,1,700,16
60,3,700,16
60,3,700,16
60,1,700,16
60,1,700,16
60,3,700,18
60,3,700,18
60,3,700,18
60,2,700,18
60,2,700,18
60,4,700,18
60,3,700,18
60,0,700,18
60,0,700,18
60,0,700,18
60,3,700,18
60,3,1000,12
60,3,1000,12
60,1,1000,16
60,3,1000,16
60,3,1000,16
60,3,1000,16
60,1,1000,16
60,4,1000,16
60,3,1000,18
60,3,1000,18
60,3,1000,18
60,3,1500,16
60,3,1500,16
60,3,1500,16
60,3,2250,16
90,3,0,14
90,4,12.5,15
90,2,12.5,17
90,4,50,14
90,1,50,15
90,0,50,15
90,0,50,15
90,3,100,12
90,3,100,12
90,2,100,12
90,3,100,12
90,3,100,13
90,2,100,13
90,2,100,13
90,3,100,13
90,2,100,13
90,2,100,14
90,2,100,15
90,2,100,15
90,4,100,15
90,1,100,16
90,0,100,16
90,1,100,16
90,2,100,16
90,2,200,11
90,3,200,12
90,1,200,12
90,3,200,12
90,0,200,12
90,3,200,12
90,1,200,12
90,1,200,12
90,3,200,13
90,3,200,13
90,3,200,13
90,3,200,13
90,0,200,13
90,0,200,13
90,4,200,14
90,2,200,14
90,2,200,14
90,0,200,14
90,1,200,16
90,1,200,16
90,3,200,16
90,3,200,16
90,1,200,16
90,1,200,16
90,1,200,16
90,3,200,16
90,3,200,16
90,0,200,16
90,3,200,16
90,0,200,17
90,2,300,11
90,0,300,12
90,0,300,12
90,2,300,12
90,4,300,12
90,1,300,12
90,0,300,12
90,1,300,12
90,3,300,13
90,1,300,13
90,2,300,13
90,3,300,13
90,2,300,13
90,1,300,13
90,2,300,13
