commute,female,happy_work,income,yeduc,female_commute,female_yeduc,female_income
15,1,4,100,14,15,14,100
15,1,3,100,14,15,14,100
15,1,2,100,14,15,14,100
15,1,3,100,14,15,14,100
15,1,2,100,14,15,14,100
15,1,3,100,14,15,14,100
15,1,2,100,14,15,14,100
15,1,1,100,14,15,14,100
15,1,0,100,14,15,14,100
15,1,4,100,14,15,14,100
15,1,0,100,14,15,14,100
15,1,1,100,14,15,14,100
15,1,0,100,14,15,14,100
15,1,3,100,14,15,14,100
15,1,0,100,14,15,14,100
15,1,2,100,14,15,14,100
15,1,2,100,14,15,14,100
15,1,4,100,14,15,14,100
15,1,4,100,14,15,14,100
15,1,1,200,14,15,14,200
15,1,1,200,14,15,14,200
15,1,0,200,14,15,14,200
15,1,2,200,14,15,14,200
15,1,3,200,14,15,14,200
15,1,4,200,14,15,14,200
15,1,2,200,14,15,14,200
15,1,3,200,14,15,14,200
15,1,3,200,14,15,14,200
15,1,4,200,14,15,14,200
15,1,2,200,14,15,14,200
15,1,2,200,14,15,14,200
15,1,0,200,14,15,14,200
15,1,1,200,14,15,14,200
15,1,3,200,14,15,14,200
15,1,0,200,14,15,14,200
15,1,4,200,14,15,14,200
15,1,0,200,14,15,14,200
15,1,0,200,14,15,14,200
15,1,1,200,14,15,14,200
15,1,0,200,14,15,14,200
15,1,1,200,14,15,14,200
15,1,3,200,14,15,14,200
15,1,1,200,14,15,14,200
15,1,0,200,14,15,14,200
15,1,1,200,14,15,14,200
15,1,1,200,14,15,14,200
15,1,4,200,14,15,14,200
15,1,4,200,14,15,14,200
15,1,0,200,14,15,14,200
15,1,2,200,14,15,14,200
15,1,0,200,14,15,14,200
15,1,4,200,14,15,14,200
15,1,3,200,14,15,14,200
15,1,1,200,14,15,14,200
15,1,1,200,14,15,14,200
15,1,0,200,14,15,14,200
15,1,0,200,14,15,14,200
15,1,3,200,14,15,14,200
15,1,1,200,14,15,14,200
15,1,0,200,14,15,14,200
15,0,2,300,14,0,0,0
15,0,4,300,14,0,0,0
15,0,3,300,14,0,0,0
15,0,3,300,14,0,0,0
15,1,2,300,14,15,14,300
15,1,3,300,14,15,14,300
15,1,3,300,14,15,14,300
15,1,2,300,14,15,14,300
15,1,3,300,14,15,14,300
15,1,3,300,14,15,14,300
15,1,4,300,14,15,14,300
15,1,3,300,14,15,14,300
15,1,3,300,14,15,14,300
15,1,3,300,14,15,14,300
15,1,3,300,14,15,14,300
15,1,2,300,14,15,14,300
15,1,3,300,14,15,14,300
15,1,3,300,14,15,14,300
15,1,2,300,14,15,14,300
15,1,2,300,14,15,14,300
15,1,2,300,14,15,14,300
15,1,1,300,14,15,14,300
15,1,3,300,14,15,14,300
15,1,3,300,14,15,14,300
15,1,4,300,14,15,14,300
15,1,2,300,14,15,14,300
15,1,4,300,14,15,14,300
15,1,1,300,14,15,14,300
15,1,3,300,14,15,14,300
15,1,3,300,14,15,14,300
15,1,3,300,14,15,14,300
15,1,4,300,14,15,14,300
15,1,2,300,14,15,14,300
15,1,2,300,14,15,14,300
15,1,1,300,14,15,14,300
15,1,4,300,14,15,14,300
15,1,3,300,14,15,14,300
15,1,3,300,14,15,14,300
15,0,2,400,14,0,0,0
15,0,2,400,14,0,0,0
15,0,2,400,14,0,0,0
15,0,2,400,14,0,0,0
15,1,2,400,14,15,14,400
15,1,2,400,14,15,14,400
15,1,3,400,14,15,14,400
15,1,2,400,14,15,14,400
15,1,2,400,14,15,14,400
15,1,3,400,14,15,14,400
15,1,3,400,14,15,14,400
15,1,2,400,14,15,14,400
15,0,2,500,14,0,0,0
15,0,2,500,14,0,0,0
15,0,2,500,14,0,0,0
15,0,2,500,14,0,0,0
15,0,2,500,14,0,0,0
15,0,3,12.5,15,0,0,0
15,0,3,12.5,15,0,0,0
15,0,1,12.5,15,0,0,0
15,0,0,12.5,15,0,0,0
15,0,3,12.5,15,0,0,0
15,0,2,12.5,15,0,0,0
15,0,3,12.5,15,0,0,0
15,0,1,12.5,15,0,0,0
15,0,4,12.5,15,0,0,0
15,0,1,12.5,15,0,0,0
15,0,3,12.5,15,0,0,0
15,0,2,12.5,15,0,0,0
15,1,3,12.5,15,15,15,12.5
15,1,1,12.5,15,15,15,12.5
15,1,0,12.5,15,15,15,12.5
15,1,1,12.5,15,15,15,12.5
15,1,2,12.5,15,15,15,12.5
15,1,0,12.5,15,15,15,12.5
15,1,1,12.5,15,15,15,12.5
15,0,3,50,15,0,0,0
15,0,1,50,15,0,0,0
15,0,1,50,15,0,0,0
15,0,2,50,15,0,0,0
15,0,2,50,15,0,0,0
15,0,1,50,15,0,0,0
15,0,1,50,15,0,0,0
15,0,2,50,15,0,0,0
15,0,2,50,15,0,0,0
15,0,1,50,15,0,0,0
15,0,2,50,15,0,0,0
15,0,2,50,15,0,0,0
15,0,2,50,15,0,0,0
15,0,2,50,15,0,0,0
15,0,1,50,15,0,0,0
15,0,2,50,15,0,0,0
15,0,2,50,15,0,0,0
15,1,2,50,15,15,15,50
15,1,0,50,15,15,15,50
15,1,3,50,15,15,15,50
15,1,0,50,15,15,15,50
15,1,1,50,15,15,15,50
15,1,3,50,15,15,15,50
15,1,2,50,15,15,15,50
15,1,3,50,15,15,15,50
15,1,0,50,15,15,15,50
15,1,2,50,15,15,15,50
15,1,3,50,15,15,15,50
15,1,3,50,15,15,15,50
15,1,3,50,15,15,15,50
15,1,3,50,15,15,15,50
15,1,2,50,15,15,15,50
15,1,3,50,15,15,15,50
15,1,3,50,15,15,15,50
15,1,3,50,15,15,15,50
15,1,4,50,15,15,15,50
15,0,0,100,15,0,0,0
15,0,2,100,15,0,0,0
15,0,3,100,15,0,0,0
15,0,0,100,15,0,0,0
15,0,2,100,15,0,0,0
15,0,3,100,15,0,0,0
15,0,2,100,15,0,0,0
15,0,3,100,15,0,0,0
15,0,1,100,15,0,0,0
15,0,2,100,15,0,0,0
15,0,0,100,15,0,0,0
15,0,2,100,15,0,0,0
15,0,0,100,15,0,0,0
15,0,2,100,15,0,0,0
15,0,3,100,15,0,0,0
15,0,3,100,15,0,0,0
15,0,3,100,15,0,0,0
15,0,2,100,15,0,0,0
15,0,2,100,15,0,0,0
15,0,0,100,15,0,0,0
15,0,3,100,15,0,0,0
15,0,2,100,15,0,0,0
15,1,2,100,15,15,15,100
15,1,3,100,15,15,15,100
15,1,3,100,15,15,15,100
15,1,3,100,15,15,15,100
15,1,2,100,15,15,15,100
15,1,2,100,15,15,15,100
15,1,3,100,15,15,15,100
15,1,1,100,15,15,15,100
15,1,4,100,15,15,15,100
15,1,3,200,15,15,15,200
15,1,1,200,15,15,15,200
15,1,3,200,15,15,15,200
15,1,4,200,15,15,15,200
15,1,1,200,15,15,15,200
15,0,3,300,15,0,0,0
15,0,3,300,15,0,0,0
15,0,3,300,15,0,0,0
15,0,3,300,15,0,0,0
15,0,2,400,15,0,0,0
15,0,1,400,15,0,0,0
15,0,4,400,15,0,0,0
15,0,3,400,15,0,0,0
15,0,4,400,15,0,0,0
15,0,2,400,15,0,0,0
15,1,2,12.5,16,15,16,12.5
15,1,1,12.5,16,15,16,12.5
15,1,2,12.5,16,15,16,12.5
15,1,2,12.5,16,15,16,12.5
15,1,2,12.5,16,15,16,12.5
15,1,1,12.5,16,15,16,12.5
15,1,4,50,16,15,16,50
15,1,0,50,16,15,16,50
15,1,3,50,16,15,16,50
15,1,4,50,16,15,16,50
15,1,0,50,16,15,16,50
15,0,2,100,16,0,0,0
15,0,0,100,16,0,0,0
15,0,2,100,16,0,0,0
15,0,3,100,16,0,0,0
15,0,2,100,16,0,0,0
15,0,2,100,16,0,0,0
15,0,0,100,16,0,0,0
15,0,1,100,16,0,0,0
15,0,2,100,16,0,0,0
15,1,3,100,16,15,16,100
15,1,2,100,16,15,16,100
15,1,1,100,16,15,16,100
15,1,1,100,16,15,16,100
15,1,3,100,16,15,16,100
15,1,4,100,16,15,16,100
15,1,2,100,16,15,16,100
15,1,2,100,16,15,16,100
15,1,3,100,16,15,16,100
15,1,2,100,16,15,16,100
15,1,2,100,16,15,16,100
15,1,2,100,16,15,16,100
15,1,2,100,16,15,16,100
15,1,1,100,16,15,16,100
15,1,1,100,16,15,16,100
15,1,2,100,16,15,16,100
15,1,4,100,16,15,16,100
15,1,4,100,16,15,16,100
15,1,3,100,16,15,16,100
15,1,2,100,16,15,16,100
15,0,4,200,16,0,0,0
15,0,2,200,16,0,0,0
15,0,2,200,16,0,0,0
15,0,2,200,16,0,0,0
15,0,1,200,16,0,0,0
15,0,1,200,16,0,0,0
15,0,4,200,16,0,0,0
15,0,2,200,16,0,0,0
15,0,4,200,16,0,0,0
15,0,4,200,16,0,0,0
15,0,3,200,16,0,0,0
15,0,3,200,16,0,0,0
15,0,4,200,16,0,0,0
15,1,3,200,16,15,16,200
15,1,3,200,16,15,16,200
15,1,3,200,16,15,16,200
15,1,1,200,16,15,16,200
15,1,3,200,16,15,16,200
15,1,2,200,16,15,16,200
15,1,0,200,16,15,16,200
15,1,2,200,16,15,16,200
15,1,3,200,16,15,16,200
15,1,2,200,16,15,16,200
15,1,2,200,16,15,16,200
15,1,2,200,16,15,16,200
15,1,1,200,16,15,16,200
15,1,0,200,16,15,16,200
15,1,1,200,16,15,16,200
15,1,2,200,16,15,16,200
15,1,3,200,16,15,16,200
15,1,3,200,16,15,16,200
15,0,2,300,16,0,0,0
15,0,1,300,16,0,0,0
15,0,2,300,16,0,0,0
15,0,0,300,16,0,0,0
15,0,1,300,16,0,0,0
15,0,2,300,16,0,0,0
15,0,3,300,16,0,0,0
15,0,3,300,16,0,0,0
15,0,3,300,16,0,0,0
15,0,2,300,16,0,0,0
15,0,3,300,16,0,0,0
15,0,3,300,16,0,0,0
15,0,2,300,16,0,0,0
15,0,1,300,16,0,0,0
15,0,1,300,16,0,0,0
15,0,2,300,16,0,0,0
15,0,1,300,16,0,0,0
15,0,4,300,16,0,0,0
15,0,3,300,16,0,0,0
15,0,4,300,16,0,0,0
15,0,3,300,16,0,0,0
15,0,1,300,16,0,0,0
15,0,1,300,16,0,0,0
15,0,3,300,16,0,0,0
15,0,3,300,16,0,0,0
15,0,1,300,16,0,0,0
15,0,1,300,16,0,0,0
15,0,3,300,16,0,0,0
15,0,3,300,16,0,0,0
15,0,2,300,16,0,0,0
15,0,4,300,16,0,0,0
15,0,2,300,16,0,0,0
15,0,1,300,16,0,0,0
15,0,3,300,16,0,0,0
15,0,3,300,16,0,0,0
15,0,1,300,16,0,0,0
15,0,0,300,16,0,0,0
15,0,1,300,16,0,0,0
15,0,4,300,16,0,0,0
15,0,2,300,16,0,0,0
15,0,0,300,16,0,0,0
15,1,1,300,16,15,16,300
15,1,3,300,16,15,16,300
15,1,3,300,16,15,16,300
15,1,4,300,16,15,16,300
15,1,1,300,16,15,16,300
15,1,4,300,16,15,16,300
15,1,2,300,16,15,16,300
15,1,1,300,16,15,16,300
15,1,3,300,16,15,16,300
15,1,3,300,16,15,16,300
15,1,3,300,16,15,16,300
15,1,4,300,16,15,16,300
15,1,3,300,16,15,16,300
15,1,3,300,16,15,16,300
15,1,0,300,16,15,16,300
15,1,2,300,16,15,16,300
15,1,2,300,16,15,16,300
15,1,3,300,16,15,16,300
15,1,3,300,16,15,16,300
15,1,1,300,16,15,16,300
15,1,3,300,16,15,16,300
15,1,1,300,16,15,16,300
15,1,3,300,16,15,16,300
15,1,1,300,16,15,16,300
15,1,3,300,16,15,16,300
15,1,3,300,16,15,16,300
15,1,2,300,16,15,16,300
15,1,3,300,16,15,16,300
15,1,1,300,16,15,16,300
15,1,2,300,16,15,16,300
15,1,1,300,16,15,16,300
15,1,3,300,16,15,16,300
15,1,3,300,16,15,16,300
15,1,1,300,16,15,16,300
15,0,4,400,16,0,0,0
15,0,4,400,16,0,0,0
15,0,2,400,16,0,0,0
15,0,2,400,16,0,0,0
15,0,4,400,16,0,0,0
15,0,1,400,16,0,0,0
15,0,1,400,16,0,0,0
15,0,2,400,16,0,0,0
15,0,3,400,16,0,0,0
15,0,3,400,16,0,0,0
15,0,3,400,16,0,0,0
15,0,1,400,16,0,0,0
15,0,2,400,16,0,0,0
15,0,2,400,16,0,0,0
15,0,2,400,16,0,0,0
15,0,4,400,16,0,0,0
15,0,2,400,16,0,0,0
15,0,3,400,16,0,0,0
15,0,1,400,16,0,0,0
15,0,3,400,16,0,0,0
15,0,3,400,16,0,0,0
15,0,2,400,16,0,0,0
15,0,1,400,16,0,0,0
15,0,3,400,16,0,0,0
15,0,3,400,16,0,0,0
15,0,3,400,16,0,0,0
15,0,3,400,16,0,0,0
15,0,0,400,16,0,0,0
15,0,1,400,16,0,0,0
15,0,2,400,16,0,0,0
15,0,2,400,16,0,0,0
15,0,0,400,16,0,0,0
15,0,0,400,16,0,0,0
15,0,1,400,16,0,0,0
15,0,2,400,16,0,0,0
15,0,3,400,16,0,0,0
15,0,2,400,16,0,0,0
15,0,2,400,16,0,0,0
15,0,1,400,16,0,0,0
15,0,2,400,16,0,0,0
15,0,3,400,16,0,0,0
15,0,2,400,16,0,0,0
15,0,3,400,16,0,0,0
15,0,4,400,16,0,0,0
15,0,1,400,16,0,0,0
15,1,2,400,16,15,16,400
15,1,3,400,16,15,16,400
15,1,2,400,16,15,16,400
15,1,2,400,16,15,16,400
15,1,2,400,16,15,16,400
15,1,2,400,16,15,16,400
15,1,3,400,16,15,16,400
15,1,4,400,16,15,16,400
15,1,2,400,16,15,16,400
15,1,4,400,16,15,16,400
15,1,2,400,16,15,16,400
15,0,3,500,16,0,0,0
15,0,3,500,16,0,0,0
15,0,4,500,16,0,0,0
15,0,0,500,16,0,0,0
15,0,0,500,16,0,0,0
15,0,2,500,16,0,0,0
15,0,3,500,16,0,0,0
15,0,3,500,16,0,0,0
15,0,2,500,16,0,0,0
15,0,3,500,16,0,0,0
15,0,2,500,16,0,0,0
15,0,3,500,16,0,0,0
15,0,3,500,16,0,0,0
15,0,2,500,16,0,0,0
15,0,0,500,16,0,0,0
15,0,1,500,16,0,0,0
15,0,3,500,16,0,0,0
15,0,3,500,16,0,0,0
15,0,4,500,16,0,0,0
15,0,3,500,16,0,0,0
15,0,3,500,16,0,0,0
15,0,0,500,16,0,0,0
15,0,3,500,16,0,0,0
15,0,4,500,16,0,0,0
15,0,3,500,16,0,0,0
15,0,1,500,16,0,0,0
15,0,3,500,16,0,0,0
15,0,2,500,16,0,0,0
15,0,3,500,16,0,0,0
15,0,2,500,16,0,0,0
15,0,3,500,16,0,0,0
15,0,3,500,16,0,0,0
15,0,4,500,16,0,0,0
15,0,1,500,16,0,0,0
15,0,4,500,16,0,0,0
15,0,2,500,16,0,0,0
15,0,2,500,16,0,0,0
15,0,0,500,16,0,0,0
15,0,0,500,16,0,0,0
15,0,2,500,16,0,0,0
15,0,3,500,16,0,0,0
15,0,2,500,16,0,0,0
15,0,2,500,16,0,0,0
15,0,2,500,16,0,0,0
15,1,3,500,16,15,16,500
15,1,3,500,16,15,16,500
15,1,0,500,16,15,16,500
15,1,2,500,16,15,16,500
15,1,3,500,16,15,16,500
15,0,0,700,16,0,0,0
15,0,1,700,16,0,0,0
15,0,3,700,16,0,0,0
15,0,3,700,16,0,0,0
15,0,2,700,16,0,0,0
15,0,2,700,16,0,0,0
15,0,3,700,16,0,0,0
15,0,3,700,16,0,0,0
15,0,3,700,16,0,0,0
15,0,3,700,16,0,0,0
15,0,3,700,16,0,0,0
15,0,1,700,16,0,0,0
15,0,2,700,16,0,0,0
15,0,2,700,16,0,0,0
15,0,3,700,16,0,0,0
15,0,3,700,16,0,0,0
15,0,3,700,16,0,0,0
15,0,2,700,16,0,0,0
15,0,3,1000,16,0,0,0
15,0,4,1000,16,0,0,0
15,0,2,1000,16,0,0,0
15,0,3,1000,16,0,0,0
15,0,3,1000,16,0,0,0
15,0,3,1000,16,0,0,0
15,0,3,500,18,0,0,0
15,0,2,500,18,0,0,0
15,0,3,500,18,0,0,0
15,0,3,500,18,0,0,0
15,0,3,500,18,0,0,0
15,0,4,700,18,0,0,0
15,0,1,700,18,0,0,0
15,0,3,700,18,0,0,0
15,0,3,700,18,0,0,0
15,0,3,700,18,0,0,0
30,1,3,100,11,30,11,100
30,1,4,100,11,30,11,100
30,1,1,100,11,30,11,100
30,1,3,100,11,30,11,100
30,0,3,200,11,0,0,0
30,0,3,200,11,0,0,0
30,0,1,200,11,0,0,0
30,0,3,200,11,0,0,0
30,0,1,200,11,0,0,0
30,0,2,300,11,0,0,0
30,0,2,300,11,0,0,0
30,0,3,300,11,0,0,0
30,0,2,300,11,0,0,0
30,0,4,300,11,0,0,0
30,0,3,300,11,0,0,0
30,0,3,300,11,0,0,0
30,0,2,300,11,0,0,0
30,0,3,400,11,0,0,0
30,0,3,400,11,0,0,0
30,0,4,400,11,0,0,0
30,0,3,400,11,0,0,0
30,1,2,12.5,12,30,12,12.5
30,1,4,12.5,12,30,12,12.5
30,1,2,12.5,12,30,12,12.5
30,1,4,12.5,12,30,12,12.5
30,1,3,50,12,30,12,50
30,1,0,50,12,30,12,50
30,1,1,50,12,30,12,50
30,1,3,50,12,30,12,50
30,1,3,50,12,30,12,50
30,1,3,50,12,30,12,50
30,1,2,50,12,30,12,50
30,0,2,100,12,0,0,0
30,0,1,100,12,0,0,0
30,0,3,100,12,0,0,0
30,0,1,100,12,0,0,0
30,0,3,100,12,0,0,0
30,0,0,100,12,0,0,0
30,0,1,100,12,0,0,0
30,1,3,100,12,30,12,100
30,1,2,100,12,30,12,100
30,1,2,100,12,30,12,100
30,1,3,100,12,30,12,100
30,1,1,100,12,30,12,100
30,1,2,100,12,30,12,100
30,1,2,100,12,30,12,100
30,1,2,100,12,30,12,100
30,1,2,100,12,30,12,100
30,1,2,100,12,30,12,100
30,1,1,100,12,30,12,100
30,1,2,100,12,30,12,100
30,1,2,100,12,30,12,100
30,1,2,100,12,30,12,100
30,1,3,100,12,30,12,100
30,1,1,100,12,30,12,100
30,1,1,100,12,30,12,100
30,1,0,100,12,30,12,100
30,1,4,100,12,30,12,100
30,1,2,100,12,30,12,100
30,1,2,100,12,30,12,100
30,1,4,100,12,30,12,100
30,1,3,100,12,30,12,100
30,1,3,100,12,30,12,100
30,1,0,100,12,30,12,100
30,1,3,100,12,30,12,100
30,1,3,100,12,30,12,100
30,1,2,100,12,30,12,100
30,1,2,100,12,30,12,100
30,0,3,200,12,0,0,0
30,0,0,200,12,0,0,0
30,0,0,200,12,0,0,0
30,0,2,200,12,0,0,0
30,0,0,200,12,0,0,0
30,0,3,200,12,0,0,0
30,0,2,200,12,0,0,0
30,0,1,200,12,0,0,0
30,0,1,200,12,0,0,0
30,0,1,200,12,0,0,0
30,0,1,200,12,0,0,0
30,0,2,200,12,0,0,0
30,0,1,200,12,0,0,0
30,0,0,200,12,0,0,0
30,0,4,200,12,0,0,0
30,0,0,200,12,0,0,0
30,0,2,200,12,0,0,0
30,0,1,200,12,0,0,0
30,0,2,200,12,0,0,0
30,0,3,200,12,0,0,0
30,0,2,200,12,0,0,0
30,0,4,200,12,0,0,0
30,0,0,200,12,0,0,0
30,0,1,200,12,0,0,0
30,0,3,200,12,0,0,0
30,0,3,200,12,0,0,0
30,0,2,200,12,0,0,0
30,0,1,200,12,0,0,0
30,1,2,200,12,30,12,200
30,1,3,200,12,30,12,200
30,1,4,200,12,30,12,200
30,1,0,200,12,30,12,200
30,1,2,200,12,30,12,200
30,1,0,200,12,30,12,200
30,1,2,200,12,30,12,200
30,1,4,200,12,30,12,200
30,1,0,200,12,30,12,200
30,1,2,200,12,30,12,200
30,1,2,200,12,30,12,200
30,1,0,200,12,30,12,200
30,1,0,200,12,30,12,200
30,1,0,200,12,30,12,200
30,1,2,200,12,30,12,200
30,1,2,200,12,30,12,200
30,1,2,200,12,30,12,200
30,1,2,200,12,30,12,200
30,1,2,200,12,30,12,200
30,1,2,200,12,30,12,200
30,1,0,200,12,30,12,200
30,1,2,200,12,30,12,200
30,1,4,200,12,30,12,200
30,1,3,200,12,30,12,200
30,1,2,200,12,30,12,200
30,1,2,200,12,30,12,200
30,1,1,200,12,30,12,200
30,1,2,200,12,30,12,200
30,1,2,200,12,30,12,200
30,1,2,200,12,30,12,200
30,1,2,200,12,30,12,200
30,1,0,200,12,30,12,200
30,1,2,200,12,30,12,200
30,1,2,200,12,30,12,200
30,1,1,200,12,30,12,200
30,0,3,300,12,0,0,0
30,0,1,300,12,0,0,0
30,0,2,300,12,0,0,0
30,0,2,300,12,0,0,0
30,0,3,300,12,0,0,0
30,0,2,300,12,0,0,0
30,0,4,300,12,0,0,0
30,0,2,300,12,0,0,0
30,0,2,300,12,0,0,0
30,0,2,300,12,0,0,0
30,0,4,300,12,0,0,0
30,0,2,300,12,0,0,0
30,0,3,300,12,0,0,0
30,0,0,300,12,0,0,0
30,0,4,300,12,0,0,0
30,0,2,300,12,0,0,0
30,0,0,300,12,0,0,0
30,0,4,300,12,0,0,0
30,0,0,300,12,0,0,0
30,0,2,300,12,0,0,0
30,0,3,300,12,0,0,0
30,0,0,300,12,0,0,0
30,0,1,300,12,0,0,0
30,0,2,300,12,0,0,0
30,0,2,300,12,0,0,0
30,0,2,300,12,0,0,0
30,0,3,300,12,0,0,0
30,0,3,300,12,0,0,0
30,0,2,300,12,0,0,0
30,0,4,300,12,0,0,0
30,0,3,300,12,0,0,0
30,0,3,300,12,0,0,0
30,0,1,300,12,0,0,0
30,0,1,300,12,0,0,0
30,0,3,300,12,0,0,0
30,0,1,300,12,0,0,0
30,0,1,300,12,0,0,0
30,0,3,300,12,0,0,0
30,0,3,300,12,0,0,0
30,0,2,300,12,0,0,0
30,1,2,300,12,30,12,300
30,1,2,300,12,30,12,300
30,1,2,300,12,30,12,300
30,1,4,300,12,30,12,300
30,1,2,300,12,30,12,300
30,1,0,300,12,30,12,300
30,1,3,300,12,30,12,300
30,1,4,300,12,30,12,300
30,1,3,300,12,30,12,300
30,1,3,300,12,30,12,300
30,1,0,300,12,30,12,300
30,1,3,300,12,30,12,300
30,1,0,300,12,30,12,300
30,1,2,300,12,30,12,300
30,1,3,300,12,30,12,300
30,0,2,400,12,0,0,0
30,0,0,400,12,0,0,0
30,0,2,400,12,0,0,0
30,0,2,400,12,0,0,0
30,0,2,400,12,0,0,0
30,0,2,400,12,0,0,0
30,0,3,400,12,0,0,0
30,0,2,400,12,0,0,0
30,0,4,400,12,0,0,0
30,0,2,400,12,0,0,0
30,0,0,400,12,0,0,0
30,0,2,400,12,0,0,0
30,0,2,400,12,0,0,0
30,0,3,400,12,0,0,0
30,0,2,400,12,0,0,0
30,0,2,400,12,0,0,0
30,0,3,400,12,0,0,0
30,0,4,400,12,0,0,0
30,0,2,400,12,0,0,0
30,0,3,400,12,0,0,0
30,0,0,400,12,0,0,0
30,0,1,400,12,0,0,0
30,0,3,400,12,0,0,0
30,0,2,400,12,0,0,0
30,0,3,400,12,0,0,0
30,0,1,400,12,0,0,0
30,0,4,400,12,0,0,0
30,0,3,400,12,0,0,0
30,0,2,400,12,0,0,0
30,0,1,400,12,0,0,0
30,0,2,400,12,0,0,0
30,1,1,400,12,30,12,400
30,1,1,400,12,30,12,400
30,1,3,400,12,30,12,400
30,1,1,400,12,30,12,400
30,1,3,400,12,30,12,400
30,1,3,400,12,30,12,400
30,1,3,400,12,30,12,400
30,1,3,400,12,30,12,400
30,0,4,500,12,0,0,0
30,0,3,500,12,0,0,0
30,0,3,500,12,0,0,0
30,0,4,500,12,0,0,0
30,0,4,500,12,0,0,0
30,0,2,500,12,0,0,0
30,0,2,500,12,0,0,0
30,0,0,500,12,0,0,0
30,0,2,500,12,0,0,0
30,0,0,500,12,0,0,0
30,0,3,500,12,0,0,0
30,0,2,500,12,0,0,0
30,0,4,500,12,0,0,0
30,0,2,500,12,0,0,0
30,0,4,500,12,0,0,0
30,0,3,500,12,0,0,0
30,0,3,500,12,0,0,0
30,0,4,500,12,0,0,0
30,0,4,500,12,0,0,0
30,0,2,500,12,0,0,0
30,0,2,500,12,0,0,0
30,0,3,500,12,0,0,0
30,0,2,700,12,0,0,0
30,0,4,700,12,0,0,0
30,0,3,700,12,0,0,0
30,0,3,700,12,0,0,0
30,0,1,700,12,0,0,0
30,0,2,700,12,0,0,0
30,0,3,700,12,0,0,0
30,0,3,700,12,0,0,0
30,0,4,700,12,0,0,0
30,0,4,700,12,0,0,0
30,0,3,700,12,0,0,0
30,0,4,700,12,0,0,0
30,0,0,700,12,0,0,0
30,1,2,0,13,30,13,0
30,1,2,0,13,30,13,0
30,1,4,0,13,30,13,0
30,1,4,0,13,30,13,0
30,1,2,0,13,30,13,0
30,1,4,50,13,30,13,50
30,1,2,50,13,30,13,50
30,1,3,50,13,30,13,50
30,1,3,50,13,30,13,50
30,1,3,50,13,30,13,50
30,1,4,50,13,30,13,50
30,0,2,100,13,0,0,0
30,0,1,100,13,0,0,0
30,0,2,100,13,0,0,0
30,0,2,100,13,0,0,0
30,1,1,100,13,30,13,100
30,1,1,100,13,30,13,100
30,1,3,100,13,30,13,100
30,1,2,100,13,30,13,100
30,1,1,100,13,30,13,100
30,1,2,100,13,30,13,100
30,1,3,100,13,30,13,100
30,1,4,100,13,30,13,100
30,1,2,100,13,30,13,100
30,1,2,100,13,30,13,100
30,1,3,100,13,30,13,100
30,1,4,100,13,30,13,100
30,1,3,100,13,30,13,100
30,1,1,100,13,30,13,100
30,1,3,100,13,30,13,100
30,1,4,100,13,30,13,100
30,1,1,100,13,30,13,100
30,1,3,100,13,30,13,100
30,0,1,200,13,0,0,0
30,0,2,200,13,0,0,0
30,0,1,200,13,0,0,0
30,0,2,200,13,0,0,0
30,0,1,200,13,0,0,0
30,0,2,200,13,0,0,0
30,0,3,200,13,0,0,0
30,0,1,200,13,0,0,0
30,0,1,200,13,0,0,0
30,0,4,200,13,0,0,0
30,0,0,200,13,0,0,0
30,0,2,200,13,0,0,0
30,0,0,200,13,0,0,0
30,0,4,200,13,0,0,0
30,0,0,200,13,0,0,0
30,0,1,200,13,0,0,0
30,1,1,200,13,30,13,200
30,1,2,200,13,30,13,200
30,1,1,200,13,30,13,200
30,1,1,200,13,30,13,200
30,1,2,200,13,30,13,200
30,1,4,200,13,30,13,200
30,1,0,200,13,30,13,200
30,1,2,200,13,30,13,200
30,1,2,200,13,30,13,200
30,1,2,200,13,30,13,200
30,1,0,200,13,30,13,200
30,1,2,200,13,30,13,200
30,1,0,200,13,30,13,200
30,1,2,200,13,30,13,200
30,1,2,200,13,30,13,200
30,1,2,200,13,30,13,200
30,1,0,200,13,30,13,200
30,1,3,200,13,30,13,200
30,0,0,300,13,0,0,0
30,0,3,300,13,0,0,0
30,0,3,300,13,0,0,0
30,0,1,300,13,0,0,0
30,0,1,300,13,0,0,0
30,0,3,300,13,0,0,0
30,0,0,300,13,0,0,0
30,0,1,300,13,0,0,0
30,0,2,300,13,0,0,0
30,0,1,300,13,0,0,0
30,0,3,300,13,0,0,0
30,0,0,300,13,0,0,0
30,0,0,300,13,0,0,0
30,0,2,300,13,0,0,0
30,0,2,300,13,0,0,0
30,0,3,300,13,0,0,0
30,0,3,300,13,0,0,0
30,0,0,300,13,0,0,0
30,0,2,300,13,0,0,0
30,0,1,300,13,0,0,0
30,0,0,300,13,0,0,0
30,0,2,300,13,0,0,0
30,0,3,300,13,0,0,0
30,0,1,300,13,0,0,0
30,1,1,300,13,30,13,300
30,1,1,300,13,30,13,300
30,1,3,300,13,30,13,300
30,1,2,300,13,30,13,300
30,1,1,300,13,30,13,300
30,1,1,300,13,30,13,300
30,1,3,300,13,30,13,300
30,1,3,300,13,30,13,300
30,1,1,300,13,30,13,300
30,1,1,300,13,30,13,300
30,1,1,300,13,30,13,300
30,1,1,300,13,30,13,300
30,1,3,300,13,30,13,300
30,1,1,300,13,30,13,300
